Allocation_ID,Project_ID,Employee_ID,Role_On_Project,Hours_Allocated,Hours_Worked,Tasks_Assigned,Tasks_Completed,Quality_Score,Performance_Rating
A00783,P0229,E0001,Software Developer,56,63,24,20,89.2,4.6
A00784,P0229,E0102,QA Engineer,96,106,31,23,92.7,4.7
A00785,P0230,E0118,Software Tester,195,186,10,8,91.5,4.6
A00786,P0230,E0049,Software Developer,138,140,33,29,85.4,4.3
A00787,P0231,E0144,Software Developer,192,133,11,9,100.0,4.9
A00788,P0231,E0017,Business Analyst,84,65,39,37,100.0,5.0
A00789,P0231,E0126,Java Developer,152,167,8,5,89.2,4.4
A00790,P0231,E0065,Senior Data Analyst,91,91,41,35,90.7,4.6
A00791,P0232,E0083,IT Support Executive,89,75,10,7,83.9,4.2
A00792,P0232,E0098,Python Developer,193,180,40,29,87.1,4.3
A00793,P0232,E0100,Automation Tester,172,213,22,20,96.3,4.7
A00794,P0232,E0092,Software Tester,197,178,18,14,80.0,4.2
A00795,P0233,E0064,Java Developer,132,135,23,20,90.2,4.7
A00796,P0233,E0076,Business Analyst,207,185,8,6,96.3,4.7
A00797,P0234,E0149,Software Tester,62,59,25,22,90.1,4.3
A00798,P0234,E0020,Python Developer,142,128,30,24,88.3,4.2
A00799,P0234,E0009,Full Stack Developer,211,179,33,31,98.0,5.0
A00800,P0235,E0049,Software Developer,190,171,20,17,90.8,4.4
A00801,P0235,E0026,Java Developer,172,186,8,6,79.9,4.2
A00802,P0235,E0124,Python Developer,220,194,12,11,88.0,4.5
A00803,P0235,E0099,IT Support Executive,63,69,43,31,97.9,4.7
A00804,P0235,E0136,Business Analyst,112,132,43,36,88.5,4.5
A00805,P0236,E0089,Full Stack Developer,128,113,25,23,85.7,4.2
A00806,P0236,E0026,Java Developer,97,100,20,19,85.7,4.1
A00807,P0236,E0030,Software Developer,156,171,33,25,85.6,4.3
A00808,P0236,E0088,Business Analyst,187,224,8,7,84.0,4.0
A00809,P0237,E0102,QA Engineer,84,80,34,27,91.1,4.6
A00810,P0237,E0106,Project Manager,169,156,14,12,85.6,4.2
A00811,P0237,E0118,Software Tester,183,167,12,11,80.0,4.1
A00812,P0237,E0124,Python Developer,168,173,26,24,92.9,4.7
A00813,P0238,E0147,Business Analyst,69,82,40,34,92.0,4.9
A00814,P0238,E0076,Business Analyst,105,97,42,32,88.4,4.3
A00815,P0238,E0032,BI Analyst,187,207,24,18,95.3,4.5
A00816,P0238,E0043,BI Analyst,217,194,36,30,99.2,4.9
A00817,P0239,E0076,Business Analyst,184,183,38,34,82.7,4.0
A00818,P0239,E0001,Software Developer,102,108,29,27,97.6,5.0
A00819,P0239,E0136,Business Analyst,157,184,37,36,94.2,4.3
A00820,P0239,E0130,Full Stack Developer,190,192,9,8,83.7,4.2
A00821,P0239,E0117,Java Developer,163,168,15,14,97.0,4.8
A00822,P0240,E0141,IT Support Executive,57,62,32,27,85.0,4.4
A00823,P0240,E0006,Technical Support Engineer,202,212,22,19,97.0,4.7
A00824,P0240,E0059,Business Analyst,213,226,22,16,88.1,4.4
A00825,P0240,E0050,Technical Support Engineer,120,112,34,33,87.6,4.2
A00826,P0241,E0094,QA Engineer,172,177,42,37,91.9,4.8
A00827,P0241,E0140,Software Developer,42,36,24,22,98.1,5.0
A00828,P0241,E0125,Java Developer,103,108,26,20,99.3,4.8
A00829,P0241,E0134,Business Analyst,63,68,33,30,93.0,4.7
A00830,P0242,E0121,BI Analyst,59,61,43,41,95.2,4.5
A00831,P0242,E0114,Java Developer,85,87,38,36,95.4,4.8
A00832,P0242,E0115,Data Analyst,120,118,30,29,87.1,4.6
A00833,P0242,E0020,Python Developer,95,104,44,42,93.6,4.9
A00834,P0243,E0074,Project Manager,86,76,20,18,97.9,4.8
A00835,P0243,E0106,Project Manager,167,129,20,17,78.9,4.0
A00836,P0243,E0076,Business Analyst,100,114,23,20,98.2,4.9
A00837,P0243,E0036,QA Engineer,107,94,21,17,94.9,4.7
A00838,P0244,E0001,Software Developer,91,91,23,16,83.3,4.1
A00839,P0244,E0100,Automation Tester,198,217,30,28,96.1,4.9
A00840,P0244,E0067,Technical Support Engineer,79,68,14,11,85.6,4.3
A00841,P0245,E0019,Full Stack Developer,60,60,39,28,87.4,4.2
A00842,P0245,E0130,Full Stack Developer,197,201,8,7,95.4,5.0
A00843,P0246,E0015,Java Developer,163,140,31,27,99.5,5.0
A00844,P0246,E0103,Full Stack Developer,198,211,28,27,87.1,4.2
A00845,P0247,E0082,Python Developer,187,193,25,24,93.8,4.7
A00846,P0247,E0074,Project Manager,165,218,19,16,100.0,4.9
A00847,P0247,E0059,Business Analyst,170,140,25,21,91.0,4.6
A00848,P0247,E0073,IT Support Executive,141,140,22,21,92.3,4.9
A00849,P0247,E0068,Technical Support Engineer,187,209,16,14,97.1,4.7
A00850,P0248,E0125,Java Developer,174,138,35,31,91.9,4.7
A00851,P0248,E0088,Business Analyst,162,123,42,32,99.0,4.9
A00852,P0249,E0075,Software Developer,168,173,30,27,100.0,5.0
A00853,P0249,E0127,Full Stack Developer,140,132,19,14,88.7,4.4
A00854,P0250,E0059,Business Analyst,70,64,41,33,83.2,4.2
A00855,P0250,E0064,Java Developer,157,160,28,27,88.0,4.4
A00856,P0250,E0083,IT Support Executive,216,216,8,5,88.2,4.3
A00857,P0250,E0119,Business Analyst,43,41,21,20,95.1,4.8
A00858,P0250,E0112,IT Support Executive,137,174,45,39,91.0,4.7
A00859,P0251,E0041,Technical Support Engineer,123,122,31,25,85.6,4.4
A00860,P0251,E0011,IT Support Executive,196,224,24,22,84.5,4.5
A00861,P0252,E0125,Java Developer,180,184,24,20,83.4,4.2
A00862,P0252,E0074,Project Manager,100,104,25,23,87.0,4.4
A00863,P0252,E0130,Full Stack Developer,160,168,29,23,76.2,3.5
A00864,P0253,E0065,Senior Data Analyst,87,79,39,35,95.9,4.8
A00865,P0253,E0023,Full Stack Developer,148,141,21,16,83.8,4.2
A00866,P0253,E0082,Python Developer,147,166,31,26,93.4,4.8
A00867,P0253,E0076,Business Analyst,133,134,33,29,86.3,4.1
A00868,P0254,E0059,Business Analyst,155,130,19,18,100.0,5.0
A00869,P0254,E0125,Java Developer,186,218,16,11,89.1,4.6
A00870,P0254,E0011,IT Support Executive,187,186,22,20,94.6,4.7
A00871,P0254,E0017,Business Analyst,65,63,25,20,85.0,4.2
A00872,P0255,E0126,Java Developer,182,168,35,30,95.5,4.6
A00873,P0255,E0106,Project Manager,137,172,20,15,90.7,4.7
A00874,P0255,E0043,BI Analyst,77,84,17,16,98.2,4.6
A00875,P0256,E0118,Software Tester,42,35,19,16,89.7,4.5
A00876,P0256,E0098,Python Developer,147,133,39,28,76.1,3.5
A00877,P0256,E0036,QA Engineer,74,79,41,30,89.2,4.5
A00878,P0256,E0120,Automation Tester,176,157,28,20,88.7,4.5
A00879,P0256,E0028,Data Analyst,164,135,27,21,72.9,3.6
A00880,P0257,E0014,Java Developer,183,161,44,36,82.8,4.0
A00881,P0257,E0077,Automation Tester,52,50,33,30,95.3,4.7
A00882,P0257,E0136,Business Analyst,65,46,18,15,92.7,4.8
A00883,P0257,E0082,Python Developer,55,45,21,15,81.3,4.2
A00884,P0258,E0092,Software Tester,161,169,14,13,94.3,4.7
A00885,P0258,E0027,QA Engineer,155,152,29,24,97.3,4.9
A00886,P0258,E0104,QA Engineer,106,101,31,29,77.1,3.8
A00887,P0258,E0026,Java Developer,132,121,43,38,93.7,4.7
A00888,P0259,E0039,Full Stack Developer,128,140,9,8,93.8,4.4
A00889,P0259,E0097,Technical Support Engineer,145,126,15,11,86.7,4.2
A00890,P0259,E0045,IT Support Executive,129,123,20,15,88.7,4.4
A00891,P0259,E0080,Technical Support Engineer,187,166,44,37,87.6,4.3
A00892,P0260,E0070,Automation Tester,112,110,30,29,84.8,4.4
A00893,P0260,E0132,Software Tester,123,121,40,32,94.4,4.7
A00894,P0260,E0082,Python Developer,164,191,36,28,87.9,4.4
A00895,P0261,E0114,Java Developer,137,146,26,20,90.8,4.9
A00896,P0261,E0012,Python Developer,158,169,17,12,79.3,4.1
A00897,P0262,E0040,Senior Data Analyst,203,226,29,21,93.6,4.9
A00898,P0262,E0120,Automation Tester,147,191,44,40,89.3,4.5
A00899,P0262,E0028,Data Analyst,143,150,12,10,85.9,4.2
A00900,P0263,E0075,Software Developer,81,102,29,22,85.1,4.4
A00901,P0263,E0019,Full Stack Developer,98,79,28,27,96.5,4.9
A00902,P0264,E0091,BI Analyst,207,220,26,22,94.5,4.7
A00903,P0264,E0093,Senior Data Analyst,108,102,33,25,96.5,4.8
A00904,P0264,E0123,Data Analyst,109,99,36,35,94.7,4.7
A00905,P0264,E0065,Senior Data Analyst,132,146,45,39,91.6,4.7
A00906,P0265,E0001,Software Developer,145,127,18,16,85.7,4.3
A00907,P0265,E0036,QA Engineer,87,97,9,7,90.2,4.7
A00908,P0265,E0144,Software Developer,72,84,23,21,80.3,4.1
A00909,P0265,E0124,Python Developer,209,213,24,21,91.3,4.7
A00910,P0265,E0074,Project Manager,219,229,13,9,77.9,4.0
A00911,P0266,E0148,IT Support Executive,82,74,33,28,87.1,4.5
A00912,P0266,E0041,Technical Support Engineer,66,63,14,12,90.7,4.4
A00913,P0266,E0119,Business Analyst,56,65,38,29,97.5,4.9
A00914,P0267,E0039,Full Stack Developer,46,44,33,32,81.9,4.0
A00915,P0267,E0119,Business Analyst,174,181,13,12,89.3,4.5
A00916,P0268,E0045,IT Support Executive,107,98,17,12,99.1,5.0
A00917,P0268,E0080,Technical Support Engineer,61,58,32,30,89.5,4.5
A00918,P0269,E0113,Full Stack Developer,98,107,23,22,90.1,4.5
A00919,P0269,E0129,Technical Support Engineer,112,115,36,32,98.6,5.0
A00920,P0269,E0066,Python Developer,200,203,16,13,83.0,4.3
A00921,P0269,E0059,Business Analyst,73,49,41,30,86.6,4.3
A00922,P0270,E0030,Software Developer,47,32,10,8,100.0,5.0
A00923,P0270,E0042,Technical Support Engineer,209,222,30,28,93.0,4.5
A00924,P0270,E0103,Full Stack Developer,123,124,38,29,91.8,4.6
A00925,P0271,E0114,Java Developer,178,181,25,22,100.0,5.0
A00926,P0271,E0120,Automation Tester,180,153,36,29,81.6,4.0
A00927,P0271,E0064,Java Developer,74,78,42,30,93.7,4.7
A00928,P0271,E0005,Java Developer,85,98,45,40,93.1,4.9
A00929,P0271,E0134,Business Analyst,192,191,37,35,85.9,4.1
A00930,P0272,E0132,Software Tester,174,195,42,40,90.9,4.5
A00931,P0272,E0105,IT Support Executive,119,106,30,28,97.2,4.7
A00932,P0272,E0143,Automation Tester,163,112,42,39,94.0,4.8
A00933,P0272,E0150,Technical Support Engineer,98,105,13,11,95.2,4.9
A00934,P0272,E0118,Software Tester,153,155,27,26,81.9,4.2
A00935,P0273,E0066,Python Developer,145,188,24,20,87.3,4.5
A00936,P0273,E0134,Business Analyst,79,71,27,26,94.6,4.8
A00937,P0273,E0076,Business Analyst,42,42,8,6,74.6,3.5
A00938,P0273,E0083,IT Support Executive,173,181,16,13,77.7,3.9
A00939,P0274,E0136,Business Analyst,113,108,38,35,90.0,4.4
A00940,P0274,E0113,Full Stack Developer,176,169,8,7,91.3,4.5
A00941,P0274,E0127,Full Stack Developer,216,202,39,34,93.2,4.5
A00942,P0274,E0103,Full Stack Developer,162,142,27,26,89.8,4.6
A00943,P0275,E0042,Technical Support Engineer,150,185,26,20,90.2,4.7
A00944,P0275,E0011,IT Support Executive,192,157,22,21,95.5,4.9
A00945,P0276,E0017,Business Analyst,180,145,31,23,89.1,4.5
A00946,P0276,E0026,Java Developer,88,95,34,25,86.5,4.3
A00947,P0277,E0103,Full Stack Developer,141,115,23,16,83.5,4.1
A00948,P0277,E0108,Software Tester,81,85,32,29,100.0,4.9
A00949,P0277,E0107,Senior Data Analyst,136,133,22,17,94.7,4.9
A00950,P0277,E0100,Automation Tester,107,114,13,11,81.5,4.4
A00951,P0277,E0019,Full Stack Developer,148,191,23,18,88.3,4.3
A00952,P0278,E0134,Business Analyst,112,129,42,36,84.3,4.3
A00953,P0278,E0069,BI Analyst,108,102,34,32,98.9,4.7
A00954,P0278,E0107,Senior Data Analyst,88,97,12,9,83.4,4.1
A00955,P0278,E0059,Business Analyst,86,91,16,11,85.1,4.2
A00956,P0279,E0020,Python Developer,68,69,37,27,95.1,4.6
A00957,P0279,E0070,Automation Tester,198,203,36,26,91.7,4.5
A00958,P0279,E0001,Software Developer,109,116,39,30,98.6,4.8
A00959,P0279,E0150,Technical Support Engineer,88,104,28,24,89.4,4.6
A00960,P0280,E0116,BI Analyst,78,90,11,9,79.1,4.0
A00961,P0280,E0092,Software Tester,176,151,9,7,92.2,4.7
A00962,P0281,E0028,Data Analyst,66,55,26,20,96.5,4.8
A00963,P0281,E0009,Full Stack Developer,108,109,16,13,80.4,4.1
A00964,P0281,E0110,Automation Tester,152,159,8,7,87.5,4.3
A00965,P0282,E0098,Python Developer,63,74,17,13,93.6,5.0
A00966,P0282,E0030,Software Developer,43,48,39,35,85.1,4.1
A00967,P0282,E0040,Senior Data Analyst,95,81,29,23,92.2,4.5
A00968,P0283,E0125,Java Developer,119,114,39,31,88.1,4.4
A00969,P0283,E0002,IT Support Executive,135,132,37,32,94.4,4.7
A00970,P0283,E0004,QA Engineer,218,206,10,8,86.0,4.2
A00971,P0283,E0031,Technical Support Engineer,124,134,13,12,100.0,4.9
A00972,P0283,E0148,IT Support Executive,77,70,11,10,87.1,4.4
A00973,P0284,E0124,Python Developer,140,134,12,10,86.3,4.4
A00974,P0284,E0113,Full Stack Developer,179,231,38,29,88.0,4.3
A00975,P0284,E0092,Software Tester,86,96,20,15,77.5,4.1
A00976,P0284,E0125,Java Developer,104,76,32,25,88.4,4.5
A00977,P0285,E0068,Technical Support Engineer,71,56,23,20,91.1,4.4
A00978,P0285,E0136,Business Analyst,138,146,36,34,91.1,4.6
A00979,P0286,E0120,Automation Tester,48,39,20,19,86.7,4.3
A00980,P0286,E0077,Automation Tester,157,182,14,12,89.1,4.6
A00981,P0286,E0143,Automation Tester,173,172,21,15,95.3,4.9
A00982,P0287,E0094,QA Engineer,139,146,27,20,97.1,4.9
A00983,P0287,E0059,Business Analyst,122,135,18,16,94.0,4.6
A00984,P0287,E0110,Automation Tester,201,146,10,8,97.8,5.0
A00985,P0287,E0020,Python Developer,180,203,41,33,96.6,4.5
A00986,P0287,E0104,QA Engineer,71,72,24,19,91.5,4.6
A00987,P0288,E0031,Technical Support Engineer,203,152,27,20,88.3,4.4
A00988,P0288,E0136,Business Analyst,90,85,31,23,84.2,4.0
A00989,P0288,E0119,Business Analyst,53,57,21,17,100.0,4.9
A00990,P0288,E0080,Technical Support Engineer,68,73,23,18,100.0,5.0
A00991,P0288,E0001,Software Developer,202,197,35,25,95.3,4.8
A00992,P0289,E0088,Business Analyst,43,41,18,16,94.3,4.8
A00993,P0289,E0076,Business Analyst,110,113,45,36,96.7,4.8
A00994,P0289,E0055,IT Support Executive,70,65,33,31,98.1,4.8
A00995,P0289,E0067,Technical Support Engineer,102,90,8,6,96.8,4.4
A00996,P0290,E0069,BI Analyst,188,181,38,27,96.4,5.0
A00997,P0290,E0076,Business Analyst,216,235,17,13,91.5,4.6
A00998,P0291,E0070,Automation Tester,62,58,23,21,96.5,5.0
A00999,P0291,E0118,Software Tester,80,64,39,35,92.1,4.2
A01000,P0291,E0086,Automation Tester,63,61,29,20,100.0,5.0
A01001,P0291,E0092,Software Tester,200,212,11,8,80.6,4.0
A01002,P0292,E0057,Data Analyst,131,116,17,14,89.6,4.5
A01003,P0292,E0144,Software Developer,219,204,42,39,100.0,5.0
A01004,P0293,E0119,Business Analyst,72,68,39,38,83.6,4.3
A01005,P0293,E0134,Business Analyst,99,98,28,22,89.8,4.3
A01006,P0294,E0149,Software Tester,152,128,20,16,79.2,3.9
A01007,P0294,E0086,Automation Tester,45,36,32,29,95.0,4.9
A01008,P0294,E0005,Java Developer,131,151,16,11,86.2,4.5
A01009,P0294,E0098,Python Developer,104,102,10,8,100.0,4.9
A01010,P0295,E0018,Senior Data Analyst,220,224,36,27,100.0,5.0
A01011,P0295,E0043,BI Analyst,183,143,26,23,98.4,5.0
A01012,P0295,E0111,Data Analyst,178,213,39,29,86.9,4.3
A01013,P0295,E0008,Data Analyst,88,84,44,42,88.9,4.2
A01014,P0295,E0084,Data Analyst,87,88,42,32,94.7,4.8
A01015,P0296,E0017,Business Analyst,122,118,37,26,84.5,4.2
A01016,P0296,E0131,IT Support Executive,110,96,43,34,87.3,4.3
A01017,P0296,E0136,Business Analyst,81,84,12,10,86.6,4.1
A01018,P0296,E0134,Business Analyst,175,180,17,16,92.2,4.5
A01019,P0297,E0104,QA Engineer,115,124,24,21,94.2,4.7
A01020,P0297,E0130,Full Stack Developer,178,199,31,24,75.8,3.7
A01021,P0297,E0005,Java Developer,156,153,8,7,83.3,4.2
A01022,P0297,E0080,Technical Support Engineer,203,195,40,32,84.8,4.2
A01023,P0297,E0108,Software Tester,137,107,19,18,95.0,5.0
A01024,P0298,E0066,Python Developer,198,213,31,24,100.0,4.9
A01025,P0298,E0136,Business Analyst,198,164,23,19,88.8,4.6
A01026,P0299,E0130,Full Stack Developer,56,58,42,34,93.7,4.6
A01027,P0299,E0094,QA Engineer,139,156,20,15,90.9,4.5
A01028,P0299,E0074,Project Manager,174,187,39,33,95.0,4.9
A01029,P0299,E0015,Java Developer,181,171,17,14,89.7,4.7
A01030,P0300,E0140,Software Developer,122,110,34,33,79.1,3.7
A01031,P0300,E0076,Business Analyst,204,204,28,23,100.0,4.9
A01032,P0300,E0070,Automation Tester,68,67,14,12,87.2,4.5
A01033,P0300,E0134,Business Analyst,173,139,12,9,91.6,4.5
A01034,P0301,E0082,Python Developer,73,67,19,16,93.7,4.6
A01035,P0301,E0092,Software Tester,48,50,20,15,87.8,4.3
A01036,P0302,E0136,Business Analyst,164,183,20,15,86.2,4.1
A01037,P0302,E0066,Python Developer,65,68,10,8,94.1,4.6
A01038,P0303,E0124,Python Developer,208,223,39,36,88.6,4.2
A01039,P0303,E0036,QA Engineer,174,190,45,41,88.3,4.5
A01040,P0303,E0132,Software Tester,105,94,11,8,99.3,4.9
A01041,P0303,E0106,Project Manager,133,141,22,17,94.2,4.8
A01042,P0303,E0066,Python Developer,195,179,12,9,98.8,4.8
A01043,P0304,E0023,Full Stack Developer,93,86,39,30,85.4,4.4
A01044,P0304,E0001,Software Developer,60,47,37,31,87.3,4.3
A01045,P0305,E0149,Software Tester,132,137,43,37,85.3,4.1
A01046,P0305,E0070,Automation Tester,146,139,31,24,83.9,4.1
A01047,P0306,E0053,Software Tester,197,178,25,22,95.0,5.0
A01048,P0306,E0127,Full Stack Developer,175,169,10,9,87.8,4.7
A01049,P0307,E0025,Senior Data Analyst,117,117,12,8,76.6,4.1
A01050,P0307,E0084,Data Analyst,95,69,41,40,83.5,4.3
A01051,P0308,E0090,Senior Data Analyst,65,62,22,18,88.0,4.4
A01052,P0308,E0106,Project Manager,176,179,32,24,98.4,4.8
A01053,P0309,E0093,Senior Data Analyst,89,88,41,37,96.5,5.0
A01054,P0309,E0065,Senior Data Analyst,208,190,23,21,91.6,4.7
A01055,P0309,E0119,Business Analyst,185,210,19,16,93.2,4.9
A01056,P0310,E0124,Python Developer,67,61,44,42,83.3,4.3
A01057,P0310,E0006,Technical Support Engineer,131,95,37,33,82.1,4.0
A01058,P0310,E0131,IT Support Executive,219,179,35,27,89.2,4.4
A01059,P0310,E0082,Python Developer,66,63,18,14,90.6,4.6
A01060,P0310,E0030,Software Developer,86,73,43,35,92.8,4.8
A01061,P0311,E0088,Business Analyst,169,171,29,28,87.5,4.4
A01062,P0311,E0105,IT Support Executive,208,221,18,15,82.4,4.2
A01063,P0311,E0129,Technical Support Engineer,176,176,36,30,92.0,4.7
A01064,P0311,E0059,Business Analyst,130,135,28,24,86.7,4.2
A01065,P0311,E0122,Technical Support Engineer,180,159,28,24,92.4,4.6
A01066,P0312,E0059,Business Analyst,145,132,35,33,90.4,4.6
A01067,P0312,E0026,Java Developer,122,109,23,19,98.5,4.8
A01068,P0312,E0088,Business Analyst,184,223,42,36,90.0,4.7
A01069,P0312,E0069,BI Analyst,94,99,32,28,97.7,5.0
A01070,P0313,E0056,BI Analyst,132,159,36,30,88.6,4.4
A01071,P0313,E0065,Senior Data Analyst,154,148,33,29,83.7,4.3
A01072,P0313,E0074,Project Manager,40,39,10,8,98.7,4.7
A01073,P0313,E0115,Data Analyst,112,117,9,7,100.0,5.0
A01074,P0314,E0045,IT Support Executive,117,139,8,6,75.2,3.9
A01075,P0314,E0122,Technical Support Engineer,116,122,22,18,77.3,3.8
A01076,P0314,E0011,IT Support Executive,94,105,28,25,86.3,4.4
A01077,P0315,E0064,Java Developer,216,222,25,22,87.1,4.4
A01078,P0315,E0102,QA Engineer,181,185,40,28,87.8,4.3
A01079,P0316,E0131,IT Support Executive,64,67,10,9,93.2,4.7
A01080,P0316,E0001,Software Developer,157,172,30,23,91.3,4.8
A01081,P0316,E0144,Software Developer,79,100,16,15,87.5,4.3
A01082,P0317,E0149,Software Tester,133,144,45,36,100.0,4.8
A01083,P0317,E0104,QA Engineer,103,124,22,16,85.4,4.3
A01084,P0317,E0110,Automation Tester,105,111,27,24,87.1,4.2
A01085,P0317,E0077,Automation Tester,63,76,44,36,96.6,5.0
A01086,P0318,E0030,Software Developer,185,211,21,17,87.6,4.3
A01087,P0318,E0017,Business Analyst,59,61,28,26,93.6,4.7
A01088,P0318,E0087,Data Analyst,163,189,19,17,87.5,4.4
A01089,P0318,E0107,Senior Data Analyst,164,138,44,40,89.7,4.3
A01090,P0318,E0147,Business Analyst,64,71,27,19,89.7,4.6
A01091,P0319,E0011,IT Support Executive,187,218,32,26,86.0,4.1
A01092,P0319,E0048,Full Stack Developer,60,65,11,9,91.8,4.5
A01093,P0320,E0104,QA Engineer,129,135,35,32,87.6,4.6
A01094,P0320,E0130,Full Stack Developer,146,144,15,11,100.0,5.0
A01095,P0320,E0092,Software Tester,98,95,8,7,80.0,3.9
A01096,P0320,E0094,QA Engineer,202,238,32,28,82.3,4.4
A01097,P0321,E0062,IT Support Executive,118,123,41,37,87.7,4.2
A01098,P0321,E0136,Business Analyst,50,50,28,27,85.9,4.3
A01099,P0322,E0127,Full Stack Developer,123,117,40,37,76.8,3.7
A01100,P0322,E0025,Senior Data Analyst,218,189,22,15,95.4,4.7
A01101,P0322,E0018,Senior Data Analyst,79,73,11,8,88.3,4.1
A01102,P0323,E0017,Business Analyst,154,140,44,33,86.4,4.3
A01103,P0323,E0032,BI Analyst,169,168,13,10,87.2,4.4
A01104,P0323,E0090,Senior Data Analyst,96,75,35,33,88.6,4.4
A01105,P0323,E0028,Data Analyst,114,95,33,29,97.7,4.9
A01106,P0323,E0069,BI Analyst,77,71,16,15,82.1,3.7
A01107,P0324,E0113,Full Stack Developer,61,66,38,33,83.2,4.1
A01108,P0324,E0140,Software Developer,186,172,11,9,84.0,4.1
A01109,P0324,E0084,Data Analyst,180,164,33,26,88.9,4.3
A01110,P0324,E0023,Full Stack Developer,107,113,13,9,87.1,4.4
A01111,P0325,E0027,QA Engineer,168,189,35,30,88.5,4.2
A01112,P0325,E0041,Technical Support Engineer,218,259,16,12,86.0,4.2
A01113,P0325,E0067,Technical Support Engineer,74,82,38,32,93.6,4.9
A01114,P0325,E0039,Full Stack Developer,183,162,20,16,80.7,3.8
A01115,P0325,E0125,Java Developer,164,182,33,30,83.4,4.2
A01116,P0326,E0030,Software Developer,183,220,41,36,87.4,4.6
A01117,P0326,E0140,Software Developer,103,92,23,20,98.8,5.0
A01118,P0326,E0086,Automation Tester,58,51,25,24,99.3,4.8
A01119,P0327,E0124,Python Developer,122,116,44,40,93.9,4.8
A01120,P0327,E0009,Full Stack Developer,62,69,15,11,87.9,4.7
A01121,P0327,E0127,Full Stack Developer,211,227,34,29,85.0,4.1
A01122,P0327,E0083,IT Support Executive,148,144,31,22,87.6,4.5
A01123,P0327,E0042,Technical Support Engineer,129,133,20,17,87.8,4.7
A01124,P0328,E0075,Software Developer,128,111,9,8,85.8,4.3
A01125,P0328,E0127,Full Stack Developer,118,115,18,13,79.4,3.9
A01126,P0328,E0058,BI Analyst,129,143,36,29,96.4,4.6
A01127,P0328,E0065,Senior Data Analyst,199,191,17,15,84.0,4.2
A01128,P0329,E0077,Automation Tester,51,52,22,21,86.6,4.4
A01129,P0329,E0082,Python Developer,91,101,31,30,89.3,4.3
A01130,P0329,E0020,Python Developer,79,61,13,9,85.1,4.3
A01131,P0329,E0149,Software Tester,68,70,11,9,88.1,4.3
A01132,P0329,E0130,Full Stack Developer,102,104,17,15,94.1,4.7
A01133,P0330,E0148,IT Support Executive,43,47,29,26,86.6,4.3
A01134,P0330,E0150,Technical Support Engineer,217,215,15,14,80.6,4.2
A01135,P0330,E0023,Full Stack Developer,118,90,36,34,92.7,4.6
A01136,P0330,E0001,Software Developer,160,147,9,8,93.4,4.9
A01137,P0331,E0108,Software Tester,93,90,42,36,100.0,5.0
A01138,P0331,E0001,Software Developer,94,95,21,17,89.5,4.3
A01139,P0331,E0115,Data Analyst,179,152,41,33,80.8,3.9
A01140,P0331,E0117,Java Developer,106,106,43,39,81.5,4.1
A01141,P0332,E0013,Data Analyst,199,216,17,12,94.7,4.5
A01142,P0332,E0076,Business Analyst,217,219,9,7,91.5,4.7
A01143,P0332,E0064,Java Developer,136,160,45,37,81.1,4.0
A01144,P0332,E0014,Java Developer,209,186,41,35,85.7,4.3
A01145,P0332,E0119,Business Analyst,51,53,24,22,78.5,3.8
A01146,P0333,E0068,Technical Support Engineer,55,65,26,24,91.2,4.6
A01147,P0333,E0122,Technical Support Engineer,91,92,25,24,96.0,5.0
A01148,P0333,E0134,Business Analyst,53,51,37,26,86.9,4.3
A01149,P0334,E0030,Software Developer,57,49,32,26,95.7,4.7
A01150,P0334,E0106,Project Manager,209,182,25,20,87.5,4.3
A01151,P0335,E0029,BI Analyst,67,67,9,7,85.5,4.1
A01152,P0335,E0087,Data Analyst,114,120,32,25,87.9,4.4
A01153,P0335,E0107,Senior Data Analyst,99,103,32,23,93.4,4.6
A01154,P0335,E0121,BI Analyst,170,198,14,10,96.0,4.8
A01155,P0336,E0076,Business Analyst,164,178,42,41,94.0,4.9
A01156,P0336,E0150,Technical Support Engineer,62,61,19,13,78.7,3.9
A01157,P0336,E0046,IT Support Executive,90,75,40,38,100.0,4.9
A01158,P0336,E0082,Python Developer,157,149,43,39,94.5,4.7
A01159,P0337,E0007,Data Analyst,50,52,23,19,95.3,4.7
A01160,P0337,E0024,Data Analyst,175,179,27,20,99.1,4.9
A01161,P0338,E0029,BI Analyst,165,168,33,31,93.2,4.7
A01162,P0338,E0028,Data Analyst,80,66,9,7,90.9,4.5
A01163,P0338,E0090,Senior Data Analyst,128,130,30,29,88.4,4.6
A01164,P0338,E0058,BI Analyst,130,165,27,24,95.3,4.9
A01165,P0339,E0017,Business Analyst,168,171,25,18,79.0,3.9
A01166,P0339,E0046,IT Support Executive,55,38,24,23,86.5,4.3
A01167,P0339,E0076,Business Analyst,139,135,9,8,86.4,4.3
A01168,P0340,E0118,Software Tester,97,104,17,15,85.9,4.4
A01169,P0340,E0127,Full Stack Developer,127,120,33,25,92.2,4.7
A01170,P0340,E0088,Business Analyst,208,256,16,11,95.7,4.8
A01171,P0340,E0132,Software Tester,62,60,32,30,80.9,4.0
A01172,P0341,E0048,Full Stack Developer,146,152,23,21,92.8,4.7
A01173,P0341,E0026,Java Developer,186,165,17,15,95.6,4.8
A01174,P0341,E0064,Java Developer,149,132,27,26,85.1,4.4
A01175,P0342,E0099,IT Support Executive,154,146,42,33,81.5,4.2
