Ticket_ID,Client_ID,Assigned_Employee_ID,Issue_Type,Priority,Created_Date,Resolved_Date,Ticket_Status,Resolution_Hours,Customer_Rating,SLA_Status
T00503,C0171,E0042,Database Issue,Medium,2025-04-07 19:00,Null,In Progress,Null,Null,Pending
T00504,C0083,E0046,Database Issue,Low,2026-07-11 10:00,2026-07-13 14:18,Closed,52.3,3,Breached
T00505,C0106,E0067,Security Issue,Medium,2025-11-05 08:00,Null,Open,Null,Null,Pending
T00506,C0035,E0055,Security Issue,Medium,2025-04-09 17:00,2025-04-11 01:06,Resolved,32.1,5,Breached
T00507,C0175,E0011,Access/Permission,Low,2025-12-27 04:00,2025-12-28 05:36,Closed,25.6,5,Breached
T00508,C0143,E0062,Login Issue,High,2025-05-21 16:00,Null,In Progress,Null,Null,Pending
T00509,C0129,E0055,Performance Issue,High,2026-01-17 15:00,2026-01-17 21:06,Resolved,6.1,4,Met
T00510,C0025,E0011,Software Installation,Medium,2025-12-15 05:00,2025-12-15 09:54,Resolved,4.9,5,Met
T00511,C0159,E0045,Application Error,Medium,2025-08-12 04:00,2025-08-12 13:42,Closed,9.7,4,Met
T00512,C0068,E0045,Feature Request,Low,2025-08-15 06:00,2025-08-15 22:30,Resolved,16.5,4,Met
T00513,C0131,E0122,Feature Request,Medium,2026-06-23 17:00,2026-06-24 00:18,Closed,7.3,4,Met
T00514,C0163,E0112,Feature Request,Medium,2025-04-27 13:00,2025-04-28 12:18,Closed,23.3,4,Breached
T00515,C0081,E0046,Data Issue,High,2025-03-20 03:00,2025-03-20 10:48,Resolved,7.8,5,Met
T00516,C0171,E0041,Database Issue,Medium,2025-01-18 15:00,2025-01-18 21:24,Closed,6.4,4,Met
T00517,C0009,E0046,Security Issue,High,2025-11-16 22:00,2025-11-17 04:42,Closed,6.7,5,Met
T00518,C0052,E0050,Security Issue,Medium,2025-05-23 14:00,2025-05-24 06:42,Closed,16.7,4,Breached
T00519,C0009,E0097,Access/Permission,Medium,2026-06-20 10:00,2026-06-20 18:48,Closed,8.8,3,Met
T00520,C0113,E0122,Database Issue,High,2025-11-08 00:00,Null,Open,Null,Null,Pending
T00521,C0100,E0080,Application Error,Medium,2025-08-16 04:00,2025-08-17 07:54,Resolved,27.9,3,Breached
T00522,C0012,E0150,Database Issue,Medium,2025-08-21 09:00,2025-08-21 17:18,Resolved,8.3,5,Met
T00523,C0082,E0129,Database Issue,High,2025-08-03 04:00,2025-08-03 13:12,Resolved,9.2,4,Breached
T00524,C0043,E0068,Application Error,Medium,2026-03-12 22:00,Null,In Progress,Null,Null,Pending
T00525,C0099,E0083,Application Error,Low,2025-03-21 00:00,Null,Escalated,Null,Null,Pending
T00526,C0137,E0050,Data Issue,Low,2026-03-18 01:00,Null,Open,Null,Null,Pending
T00527,C0140,E0055,Network Issue,Critical,2025-04-21 01:00,Null,Escalated,Null,Null,Pending
T00528,C0068,E0068,Feature Request,High,2025-03-02 15:00,Null,Escalated,Null,Null,Pending
T00529,C0178,E0045,Application Error,High,2025-09-17 01:00,2025-09-17 11:48,Resolved,10.8,5,Breached
T00530,C0048,E0083,Application Error,Medium,2025-11-05 21:00,2025-11-06 07:48,Closed,10.8,3,Met
T00531,C0108,E0002,Login Issue,Medium,2025-04-09 03:00,Null,Escalated,Null,Null,Pending
T00532,C0096,E0002,Access/Permission,Medium,2025-07-30 18:00,2025-08-01 00:30,Resolved,30.5,4,Breached
T00533,C0038,E0105,Network Issue,High,2025-07-09 21:00,2025-07-10 02:36,Resolved,5.6,5,Met
T00534,C0175,E0050,Security Issue,High,2025-01-30 02:00,2025-01-30 13:42,Resolved,11.7,3,Breached
T00535,C0047,E0041,Database Issue,Medium,2025-10-12 18:00,2025-10-12 23:36,Resolved,5.6,4,Met
T00536,C0041,E0080,Security Issue,Low,2025-12-27 05:00,Null,Escalated,Null,Null,Pending
T00537,C0084,E0080,Feature Request,Medium,2025-09-05 16:00,Null,Escalated,Null,Null,Pending
T00538,C0004,E0002,Access/Permission,Medium,2025-03-11 03:00,2025-03-11 18:48,Closed,15.8,4,Breached
T00539,C0137,E0083,Access/Permission,Medium,2025-01-15 16:00,2025-01-16 05:12,Resolved,13.2,4,Breached
T00540,C0038,E0006,Network Issue,Medium,2025-07-16 09:00,2025-07-16 13:36,Closed,4.6,4,Met
T00541,C0119,E0141,Database Issue,High,2026-07-05 00:00,2026-07-05 07:36,Closed,7.6,4,Met
T00542,C0111,E0031,Application Error,Medium,2025-08-08 16:00,2025-08-09 07:06,Resolved,15.1,5,Breached
T00543,C0068,E0067,Data Issue,High,2026-01-11 22:00,2026-01-12 17:18,Resolved,19.3,4,Breached
T00544,C0176,E0046,Access/Permission,Low,2025-07-09 14:00,2025-07-11 02:54,Closed,36.9,5,Breached
T00545,C0098,E0067,Application Error,High,2025-07-05 11:00,2025-07-05 23:48,Resolved,12.8,5,Breached
T00546,C0165,E0062,Software Installation,High,2026-03-11 06:00,2026-03-11 19:48,Resolved,13.8,4,Breached
T00547,C0140,E0031,Feature Request,Medium,2025-08-22 13:00,Null,Escalated,Null,Null,Pending
T00548,C0037,E0006,Application Error,High,2025-11-18 03:00,Null,Escalated,Null,Null,Pending
T00549,C0050,E0031,Data Issue,Low,2025-04-23 16:00,2025-04-24 21:18,Resolved,29.3,5,Breached
T00550,C0047,E0097,Database Issue,High,2026-05-23 11:00,Null,Open,Null,Null,Pending
T00551,C0157,E0148,Performance Issue,High,2026-07-25 23:00,2026-07-26 03:36,Resolved,4.6,4,Met
T00552,C0105,E0129,Login Issue,Medium,2025-03-26 10:00,Null,Open,Null,Null,Pending
T00553,C0138,E0041,Data Issue,Medium,2025-04-29 12:00,2025-04-29 19:42,Resolved,7.7,5,Met
T00554,C0061,E0099,Performance Issue,High,2026-04-13 19:00,2026-04-13 21:36,Resolved,2.6,5,Met
T00555,C0126,E0002,Performance Issue,Low,2026-03-31 07:00,2026-04-03 00:48,Closed,65.8,5,Breached
T00556,C0130,E0011,Feature Request,Medium,2026-02-22 09:00,2026-02-22 16:12,Resolved,7.2,5,Met
T00557,C0036,E0129,Software Installation,Medium,2025-07-13 02:00,2025-07-14 11:06,Resolved,33.1,5,Breached
T00558,C0027,E0122,Data Issue,High,2026-01-12 05:00,2026-01-12 22:30,Resolved,17.5,3,Breached
T00559,C0146,E0129,Login Issue,High,2026-05-19 21:00,2026-05-20 12:24,Resolved,15.4,5,Breached
T00560,C0087,E0083,Application Error,High,2026-02-10 14:00,2026-02-10 22:24,Closed,8.4,3,Breached
T00561,C0067,E0097,Feature Request,High,2025-03-29 03:00,2025-03-29 10:48,Closed,7.8,3,Met
T00562,C0133,E0006,Database Issue,High,2026-02-09 12:00,2026-02-09 21:48,Resolved,9.8,3,Breached
T00563,C0003,E0131,Access/Permission,High,2025-04-15 23:00,2025-04-17 02:36,Resolved,27.6,4,Breached
T00564,C0148,E0031,Database Issue,Medium,2025-03-08 11:00,2025-03-08 22:42,Closed,11.7,3,Met
T00565,C0034,E0112,Network Issue,Low,2025-12-13 06:00,2025-12-14 01:12,Resolved,19.2,5,Met
T00566,C0043,E0073,Access/Permission,High,2026-02-18 03:00,2026-02-18 17:18,Resolved,14.3,5,Breached
T00567,C0094,E0131,Network Issue,Low,2026-03-11 23:00,2026-03-13 05:30,Resolved,30.5,5,Breached
T00568,C0079,E0006,Data Issue,Medium,2025-10-13 22:00,Null,Escalated,Null,Null,Pending
T00569,C0045,E0041,Access/Permission,Medium,2025-10-07 20:00,2025-10-08 09:06,Resolved,13.1,5,Breached
T00570,C0055,E0150,Software Installation,High,2025-12-31 15:00,2026-01-01 02:48,Resolved,11.8,4,Breached
T00571,C0156,E0068,Access/Permission,Low,2026-02-19 15:00,2026-02-20 09:48,Resolved,18.8,5,Met
T00572,C0071,E0083,Feature Request,Low,2025-10-13 04:00,2025-10-15 03:18,Resolved,47.3,4,Breached
T00573,C0098,E0045,Data Issue,High,2025-04-21 03:00,2025-04-21 18:42,Resolved,15.7,4,Breached
T00574,C0005,E0080,Performance Issue,Low,2026-05-17 15:00,Null,In Progress,Null,Null,Pending
T00575,C0039,E0067,Network Issue,Medium,2025-05-18 00:00,2025-05-18 06:42,Closed,6.7,3,Met
T00576,C0144,E0112,Application Error,Low,2025-02-24 02:00,Null,In Progress,Null,Null,Pending
T00577,C0044,E0080,Data Issue,Medium,2025-01-28 05:00,Null,Open,Null,Null,Pending
T00578,C0131,E0099,Software Installation,Critical,2025-12-01 04:00,2025-12-01 09:54,Resolved,5.9,4,Breached
T00579,C0012,E0011,Performance Issue,Medium,2025-04-09 02:00,Null,In Progress,Null,Null,Pending
T00580,C0144,E0046,Feature Request,Medium,2026-05-20 14:00,Null,Open,Null,Null,Pending
T00581,C0009,E0073,Network Issue,High,2025-10-28 21:00,2025-10-29 06:12,Closed,9.2,5,Breached
T00582,C0004,E0042,Data Issue,Low,2026-05-18 16:00,2026-05-22 16:00,Resolved,96,4,Breached
T00583,C0094,E0122,Performance Issue,High,2026-07-10 10:00,2026-07-10 17:12,Closed,7.2,3,Met
T00584,C0167,E0105,Feature Request,High,2026-07-14 00:00,2026-07-14 11:36,Closed,11.6,5,Breached
T00585,C0102,E0042,Login Issue,High,2026-03-17 03:00,2026-03-17 10:12,Resolved,7.2,4,Met
T00586,C0010,E0080,Software Installation,High,2026-04-06 10:00,2026-04-06 18:18,Resolved,8.3,4,Breached
T00587,C0081,E0099,Software Installation,Low,2026-03-30 14:00,2026-03-31 04:12,Closed,14.2,4,Met
T00588,C0045,E0055,Login Issue,High,2025-02-03 05:00,Null,In Progress,Null,Null,Pending
T00589,C0179,E0073,Feature Request,Medium,2025-11-07 22:00,Null,In Progress,Null,Null,Pending
T00590,C0028,E0073,Database Issue,Medium,2026-05-19 13:00,2026-05-19 21:54,Closed,8.9,4,Met
T00591,C0168,E0068,Database Issue,Medium,2025-11-16 22:00,2025-11-17 11:06,Resolved,13.1,3,Breached
T00592,C0072,E0097,Software Installation,High,2026-05-15 03:00,Null,Escalated,Null,Null,Pending
T00593,C0147,E0046,Access/Permission,High,2026-05-18 21:00,2026-05-18 23:54,Closed,2.9,4,Met
T00594,C0099,E0011,Feature Request,Medium,2026-07-07 18:00,2026-07-08 07:00,Closed,13,5,Breached
T00595,C0053,E0141,Data Issue,Medium,2026-05-03 17:00,2026-05-04 13:42,Closed,20.7,3,Breached
T00596,C0106,E0006,Database Issue,Medium,2026-06-03 01:00,Null,Open,Null,Null,Pending
T00597,C0166,E0050,Software Installation,Low,2025-09-27 15:00,2025-09-28 13:06,Resolved,22.1,4,Met
T00598,C0048,E0112,Access/Permission,Medium,2026-01-22 19:00,2026-01-23 12:00,Resolved,17,3,Breached
T00599,C0058,E0141,Security Issue,Low,2025-10-19 10:00,2025-10-21 04:42,Closed,42.7,4,Breached
T00600,C0074,E0099,Login Issue,Medium,2025-01-29 18:00,2025-01-29 23:36,Closed,5.6,4,Met
T00601,C0138,E0112,Login Issue,Medium,2025-05-12 11:00,2025-05-13 18:48,Resolved,31.8,3,Breached
T00602,C0064,E0073,Security Issue,Medium,2026-08-21 00:00,2026-08-21 19:30,Closed,19.5,4,Breached
T00603,C0105,E0062,Security Issue,High,2026-01-25 03:00,Null,Escalated,Null,Null,Pending
T00604,C0066,E0131,Software Installation,High,2025-12-20 11:00,2025-12-20 17:18,Resolved,6.3,4,Met
T00605,C0031,E0046,Software Installation,High,2025-12-26 01:00,2025-12-26 21:48,Resolved,20.8,4,Breached
T00606,C0135,E0122,Network Issue,Medium,2025-09-11 07:00,Null,In Progress,Null,Null,Pending
T00607,C0159,E0068,Performance Issue,High,2025-03-28 22:00,2025-03-29 06:48,Resolved,8.8,5,Breached
T00608,C0072,E0050,Application Error,Medium,2025-11-09 03:00,2025-11-09 23:30,Resolved,20.5,4,Breached
T00609,C0164,E0099,Security Issue,Medium,2025-06-23 00:00,2025-06-23 06:18,Closed,6.3,4,Met
T00610,C0147,E0083,Feature Request,High,2025-11-30 01:00,2025-11-30 06:30,Closed,5.5,4,Met
T00611,C0027,E0067,Data Issue,Critical,2026-03-09 18:00,2026-03-09 21:06,Resolved,3.1,3,Met
T00612,C0021,E0122,Feature Request,High,2026-03-08 08:00,2026-03-08 13:06,Closed,5.1,3,Met
T00613,C0154,E0080,Login Issue,High,2026-04-26 18:00,2026-04-27 03:42,Resolved,9.7,4,Breached
T00614,C0104,E0041,Login Issue,Medium,2025-11-21 12:00,2025-11-24 16:48,Closed,76.8,4,Breached
T00615,C0094,E0105,Access/Permission,Low,2026-02-04 10:00,Null,In Progress,Null,Null,Pending
T00616,C0083,E0002,Access/Permission,Low,2025-04-11 15:00,2025-04-12 15:54,Resolved,24.9,5,Breached
T00617,C0130,E0112,Application Error,Medium,2025-07-30 10:00,2025-07-31 05:48,Resolved,19.8,5,Breached
T00618,C0062,E0011,Data Issue,High,2026-05-30 21:00,Null,In Progress,Null,Null,Pending
T00619,C0111,E0112,Security Issue,Medium,2025-06-20 19:00,2025-06-21 05:54,Resolved,10.9,Null,Met
T00620,C0109,E0067,Performance Issue,Medium,2026-01-08 13:00,2026-01-09 12:24,Closed,23.4,4,Breached
T00621,C0071,E0148,Network Issue,High,2026-05-24 20:00,2026-05-25 19:30,Closed,23.5,4,Breached
T00622,C0048,E0055,Application Error,High,2026-07-03 06:00,2026-07-03 14:12,Resolved,8.2,5,Breached
T00623,C0027,E0055,Performance Issue,Medium,2025-09-29 01:00,Null,Open,Null,Null,Pending
T00624,C0015,E0105,Performance Issue,Medium,2026-08-11 12:00,Null,Open,Null,Null,Pending
T00625,C0006,E0031,Network Issue,High,2025-04-05 22:00,2025-04-06 02:24,Closed,4.4,3,Met
T00626,C0113,E0055,Access/Permission,Medium,2025-04-08 18:00,2025-04-09 19:48,Resolved,25.8,4,Breached
T00627,C0048,E0055,Security Issue,Low,2025-10-07 02:00,2025-10-07 22:54,Resolved,20.9,4,Met
T00628,C0063,E0011,Access/Permission,High,2026-06-28 15:00,2026-06-28 21:18,Closed,6.3,5,Met
T00629,C0151,E0062,Software Installation,High,2025-08-03 11:00,Null,Escalated,Null,Null,Pending
T00630,C0078,E0141,Application Error,High,2025-11-06 16:00,Null,In Progress,Null,Null,Pending
T00631,C0041,E0045,Performance Issue,Medium,2026-03-20 21:00,2026-03-21 22:54,Resolved,25.9,5,Breached
T00632,C0134,E0041,Feature Request,Medium,2025-11-17 06:00,2025-11-17 18:24,Resolved,12.4,5,Breached
T00633,C0163,E0002,Software Installation,Medium,2026-02-16 08:00,2026-02-16 15:30,Closed,7.5,4,Met
T00634,C0078,E0080,Access/Permission,High,2026-06-12 14:00,2026-06-12 22:30,Closed,8.5,5,Breached
T00635,C0153,E0006,Feature Request,Medium,2025-07-04 00:00,2025-07-04 18:36,Resolved,18.6,4,Breached
T00636,C0057,E0045,Feature Request,Low,2025-07-11 18:00,2025-07-12 07:30,Closed,13.5,4,Met
T00637,C0044,E0050,Data Issue,Critical,2025-08-07 21:00,2025-08-07 23:36,Resolved,2.6,5,Met
T00638,C0154,E0105,Data Issue,High,2025-10-02 20:00,2025-10-03 02:42,Resolved,6.7,4,Met
T00639,C0169,E0011,Feature Request,Low,2026-03-21 18:00,Null,Escalated,Null,Null,Pending
T00640,C0139,E0068,Login Issue,High,2026-06-19 06:00,2026-06-19 20:06,Closed,14.1,4,Breached
T00641,C0040,E0080,Security Issue,Medium,2026-04-19 04:00,2026-04-20 05:24,Resolved,25.4,3,Breached
T00642,C0049,E0122,Network Issue,High,2025-06-04 23:00,2025-06-05 02:42,Closed,3.7,5,Met
T00643,C0114,E0002,Performance Issue,High,2026-03-22 13:00,2026-03-22 19:42,Resolved,6.7,3,Met
T00644,C0126,E0042,Security Issue,Low,2025-03-07 20:00,2025-03-08 05:42,Closed,9.7,3,Met
T00645,C0162,E0080,Network Issue,Medium,2026-02-27 08:00,2026-02-27 16:42,Closed,8.7,4,Met
T00646,C0172,E0011,Performance Issue,Medium,2025-06-14 08:00,2025-06-15 11:36,Closed,27.6,4,Breached
T00647,C0043,E0148,Access/Permission,Medium,2025-08-30 12:00,2025-08-30 18:00,Closed,6,4,Met
T00648,C0002,E0031,Network Issue,High,2025-04-27 04:00,2025-04-27 09:42,Closed,5.7,3,Met
T00649,C0040,E0099,Network Issue,Medium,2025-01-29 07:00,2025-01-29 14:42,Resolved,7.7,4,Met
T00650,C0080,E0099,Performance Issue,Medium,2026-04-21 15:00,Null,Open,Null,Null,Pending
T00651,C0059,E0042,Feature Request,Medium,2026-03-23 13:00,2026-03-24 04:24,Resolved,15.4,4,Breached
T00652,C0107,E0131,Login Issue,High,2025-07-26 05:00,2025-07-27 00:06,Closed,19.1,5,Breached
T00653,C0090,E0112,Performance Issue,Low,2025-05-20 00:00,2025-05-20 10:30,Closed,10.5,5,Met
T00654,C0089,E0042,Performance Issue,Medium,2025-10-12 21:00,2025-10-13 02:18,Closed,5.3,4,Met
T00655,C0036,E0041,Feature Request,Critical,2025-06-30 20:00,Null,Escalated,Null,Null,Pending
T00656,C0028,E0150,Login Issue,Medium,2026-05-13 00:00,Null,Open,Null,Null,Pending
T00657,C0091,E0073,Login Issue,Low,2025-03-27 10:00,Null,In Progress,Null,Null,Pending
T00658,C0107,E0068,Access/Permission,Low,2025-11-02 02:00,2025-11-02 12:36,Resolved,10.6,3,Met
T00659,C0022,E0141,Software Installation,Medium,2026-01-08 21:00,2026-01-09 09:12,Closed,12.2,4,Breached
T00660,C0002,E0067,Application Error,Low,2026-02-11 23:00,2026-02-12 15:18,Closed,16.3,4,Met
T00661,C0102,E0131,Database Issue,Medium,2025-08-30 03:00,2025-08-30 11:00,Resolved,8,4,Met
T00662,C0139,E0045,Access/Permission,High,2026-05-28 03:00,Null,Open,Null,Null,Pending
T00663,C0014,E0097,Feature Request,Medium,2026-08-18 16:00,2026-08-18 22:18,Closed,6.3,3,Met
T00664,C0036,E0045,Performance Issue,Low,2026-05-24 02:00,Null,In Progress,Null,Null,Pending
T00665,C0034,E0031,Network Issue,Low,2025-05-06 10:00,2025-05-08 08:36,Resolved,46.6,4,Breached
T00666,C0153,E0011,Security Issue,Medium,2026-08-22 23:00,Null,Open,Null,Null,Pending
T00667,C0032,E0148,Software Installation,Low,2025-08-30 13:00,2025-08-31 09:36,Closed,20.6,3,Met
T00668,C0138,E0045,Network Issue,Medium,2025-05-28 03:00,Null,Escalated,Null,Null,Pending
T00669,C0084,E0046,Database Issue,High,2025-08-08 08:00,2025-08-08 21:24,Closed,13.4,3,Breached
T00670,C0116,E0150,Data Issue,Critical,2026-02-23 08:00,2026-02-23 11:54,Resolved,3.9,4,Met
T00671,C0149,E0002,Access/Permission,High,2025-02-27 15:00,Null,In Progress,Null,Null,Pending
T00672,C0149,E0148,Feature Request,Medium,2026-01-19 22:00,2026-01-20 13:12,Resolved,15.2,4,Breached
T00673,C0042,E0148,Application Error,High,2025-11-21 17:00,Null,Open,Null,Null,Pending
T00674,C0082,E0131,Software Installation,Low,2026-05-02 21:00,2026-05-03 20:18,Resolved,23.3,5,Met
T00675,C0176,E0099,Network Issue,Medium,2025-10-12 04:00,2025-10-12 15:30,Closed,11.5,4,Met
T00676,C0121,E0042,Security Issue,High,2026-05-02 22:00,2026-05-03 12:42,Closed,14.7,3,Breached
T00677,C0025,E0050,Security Issue,Low,2025-11-12 00:00,2025-11-12 17:24,Closed,17.4,5,Met
T00678,C0104,E0050,Access/Permission,Medium,2025-02-05 23:00,2025-02-06 18:42,Resolved,19.7,3,Breached
T00679,C0084,E0002,Login Issue,Medium,2025-09-03 08:00,Null,In Progress,Null,Null,Pending
T00680,C0025,E0122,Feature Request,Low,2026-01-29 09:00,Null,Open,Null,Null,Pending
T00681,C0126,E0046,Security Issue,Low,2025-05-05 17:00,2025-05-06 23:12,Resolved,30.2,5,Breached
T00682,C0066,E0073,Network Issue,High,2026-03-30 12:00,2026-03-30 16:54,Resolved,4.9,3,Met
T00683,C0045,E0062,Login Issue,Medium,2026-02-07 08:00,Null,Open,Null,Null,Pending
T00684,C0094,E0083,Performance Issue,Low,2025-04-03 07:00,2025-04-04 15:54,Resolved,32.9,3,Breached
T00685,C0048,E0105,Performance Issue,Medium,2025-08-04 05:00,2025-08-04 19:00,Closed,14,5,Breached
T00686,C0077,E0131,Data Issue,Medium,2025-11-21 20:00,2025-11-22 03:12,Resolved,7.2,5,Met
T00687,C0176,E0011,Software Installation,High,2025-02-04 08:00,2025-02-05 20:18,Resolved,36.3,3,Breached
T00688,C0154,E0006,Application Error,High,2026-05-19 15:00,2026-05-20 23:30,Closed,32.5,4,Breached
T00689,C0173,E0105,Software Installation,Critical,2025-12-07 22:00,2025-12-08 01:12,Resolved,3.2,4,Met
T00690,C0120,E0062,Software Installation,Critical,2025-04-13 05:00,2025-04-13 07:00,Closed,2,3,Met
T00691,C0178,E0148,Performance Issue,Low,2026-06-03 02:00,2026-06-04 01:48,Resolved,23.8,4,Met
T00692,C0055,E0097,Security Issue,Low,2026-03-07 19:00,2026-03-09 00:48,Resolved,29.8,4,Breached
T00693,C0015,E0099,Feature Request,High,2025-12-01 14:00,2025-12-01 17:24,Resolved,3.4,4,Met
T00694,C0077,E0042,Login Issue,Low,2025-02-23 20:00,2025-02-25 21:54,Closed,49.9,4,Breached
T00695,C0178,E0131,Database Issue,Medium,2026-03-31 20:00,2026-04-01 02:48,Closed,6.8,4,Met
T00696,C0103,E0062,Database Issue,Medium,2025-01-04 12:00,2025-01-04 18:00,Resolved,6,4,Met
T00697,C0006,E0083,Network Issue,Low,2025-11-09 10:00,2025-11-10 19:30,Resolved,33.5,4,Breached
T00698,C0094,E0045,Access/Permission,High,2025-03-26 03:00,2025-03-27 12:54,Resolved,33.9,4,Breached
T00699,C0038,E0099,Database Issue,Low,2025-09-13 16:00,2025-09-14 11:42,Resolved,19.7,5,Met
T00700,C0132,E0131,Database Issue,Medium,2026-02-25 10:00,2026-02-26 00:24,Resolved,14.4,4,Breached
T00701,C0111,E0073,Data Issue,Medium,2026-05-05 23:00,2026-05-06 21:06,Closed,22.1,4,Breached
T00702,C0013,E0041,Database Issue,Low,2025-09-24 05:00,2025-09-24 20:18,Closed,15.3,5,Met
T00703,C0017,E0068,Access/Permission,Medium,2025-12-02 09:00,2025-12-02 21:18,Resolved,12.3,5,Breached
T00704,C0111,E0122,Network Issue,High,2025-03-28 13:00,Null,Open,Null,Null,Pending
T00705,C0085,E0099,Security Issue,Medium,2025-07-06 12:00,2025-07-06 15:48,Closed,3.8,4,Met
T00706,C0052,E0112,Software Installation,Medium,2026-08-08 07:00,2026-08-09 01:48,Resolved,18.8,5,Breached
T00707,C0050,E0129,Login Issue,Medium,2025-01-24 17:00,Null,Open,Null,Null,Pending
T00708,C0171,E0148,Access/Permission,High,2025-08-23 02:00,2025-08-23 07:36,Closed,5.6,4,Met
T00709,C0137,E0129,Data Issue,Medium,2025-07-23 08:00,2025-07-23 15:12,Closed,7.2,4,Met
T00710,C0165,E0068,Database Issue,Low,2025-02-20 12:00,Null,In Progress,Null,Null,Pending
T00711,C0123,E0062,Access/Permission,Medium,2026-03-16 19:00,Null,In Progress,Null,Null,Pending
T00712,C0014,E0099,Performance Issue,High,2025-06-02 02:00,Null,In Progress,Null,Null,Pending
T00713,C0009,E0011,Security Issue,Medium,2025-06-24 18:00,2025-06-25 08:12,Resolved,14.2,3,Breached
T00714,C0034,E0105,Application Error,Medium,2025-01-15 22:00,Null,Escalated,Null,Null,Pending
T00715,C0143,E0011,Feature Request,Medium,2026-03-22 14:00,2026-03-22 19:48,Resolved,5.8,5,Met
T00716,C0080,E0080,Data Issue,Medium,2025-05-02 07:00,Null,Escalated,Null,Null,Pending
T00717,C0167,E0112,Network Issue,Medium,2025-07-15 08:00,2025-07-15 16:06,Closed,8.1,3,Met
T00718,C0035,E0041,Performance Issue,Medium,2026-05-22 12:00,Null,Escalated,Null,Null,Pending
T00719,C0013,E0131,Database Issue,Low,2026-03-18 06:00,2026-03-19 12:06,Resolved,30.1,4,Breached
T00720,C0034,E0112,Access/Permission,Medium,2025-08-09 09:00,Null,Escalated,Null,Null,Pending
T00721,C0168,E0148,Network Issue,Medium,2026-03-05 05:00,2026-03-06 12:48,Closed,31.8,4,Breached
T00722,C0160,E0011,Software Installation,High,2025-05-30 00:00,Null,In Progress,Null,Null,Pending
T00723,C0170,E0045,Performance Issue,Low,2025-09-26 07:00,2025-09-27 06:48,Resolved,23.8,4,Met
T00724,C0179,E0073,Access/Permission,Medium,2026-04-07 07:00,Null,Escalated,Null,Null,Pending
T00725,C0048,E0011,Security Issue,Medium,2026-08-20 21:00,2026-08-21 04:06,Resolved,7.1,3,Met
T00726,C0168,E0112,Data Issue,Critical,2025-03-29 00:00,2025-03-29 04:06,Resolved,4.1,4,Breached
T00727,C0001,E0055,Data Issue,Low,2025-05-17 10:00,2025-05-18 16:24,Resolved,30.4,3,Breached
T00728,C0002,E0050,Software Installation,Medium,2025-08-06 22:00,2025-08-07 13:12,Resolved,15.2,4,Breached
T00729,C0075,E0080,Software Installation,Medium,2026-03-10 23:00,Null,In Progress,Null,Null,Pending
T00730,C0104,E0112,Access/Permission,Low,2025-09-20 02:00,2025-09-20 14:48,Closed,12.8,4,Met
T00731,C0092,E0099,Application Error,Critical,2026-07-25 01:00,2026-07-25 05:30,Resolved,4.5,3,Breached
T00732,C0155,E0122,Login Issue,High,2025-12-07 07:00,2025-12-07 12:30,Closed,5.5,5,Met
T00733,C0180,E0002,Data Issue,Medium,2025-12-29 19:00,2025-12-30 06:18,Resolved,11.3,4,Met
T00734,C0143,E0105,Access/Permission,High,2025-02-16 00:00,Null,Escalated,Null,Null,Pending
T00735,C0118,E0073,Performance Issue,Medium,2026-06-01 19:00,Null,Escalated,Null,Null,Pending
T00736,C0005,E0099,Software Installation,Critical,2025-11-06 12:00,Null,Escalated,Null,Null,Pending
T00737,C0127,E0150,Security Issue,Medium,2025-05-16 17:00,2025-05-17 04:36,Resolved,11.6,5,Met
T00738,C0103,E0129,Login Issue,Medium,2026-08-18 05:00,2026-08-18 14:12,Closed,9.2,4,Met
T00739,C0108,E0055,Performance Issue,High,2025-06-23 16:00,Null,Escalated,Null,Null,Pending
T00740,C0138,E0068,Data Issue,Medium,2025-12-14 14:00,2025-12-15 04:18,Resolved,14.3,4,Breached
T00741,C0102,E0080,Database Issue,Medium,2025-04-02 10:00,2025-04-03 02:48,Closed,16.8,5,Breached
T00742,C0156,E0080,Feature Request,Critical,2026-03-20 04:00,2026-03-20 10:24,Resolved,6.4,5,Breached
T00743,C0092,E0068,Performance Issue,High,2025-04-30 10:00,2025-04-30 18:48,Resolved,8.8,4,Breached
T00744,C0105,E0045,Login Issue,Low,2025-05-11 15:00,2025-05-14 11:54,Closed,68.9,3,Breached
T00745,C0017,E0097,Performance Issue,Medium,2026-01-05 13:00,2026-01-05 23:00,Resolved,10,4,Met
T00746,C0020,E0006,Performance Issue,Medium,2025-09-27 19:00,2025-09-27 23:42,Resolved,4.7,5,Met
T00747,C0096,E0141,Performance Issue,High,2026-06-14 10:00,2026-06-15 04:24,Closed,18.4,4,Breached
T00748,C0156,E0141,Software Installation,High,2025-06-18 10:00,2025-06-18 17:12,Resolved,7.2,5,Met
T00749,C0028,E0002,Data Issue,Critical,2025-06-04 17:00,2025-06-05 15:12,Closed,22.2,5,Breached
T00750,C0024,E0148,Data Issue,High,2025-02-24 06:00,Null,Escalated,Null,Null,Pending
T00751,C0022,E0002,Database Issue,Critical,2025-02-25 07:00,Null,In Progress,Null,Null,Pending
T00752,C0104,E0011,Database Issue,Medium,2025-02-06 15:00,2025-02-06 22:18,Closed,7.3,4,Met
T00753,C0079,E0097,Performance Issue,Low,2025-06-17 22:00,Null,Escalated,Null,Null,Pending
